provider,mode,query_id,category,hit_at_k,recall_at_k,precision_at_k,reciprocal_rank,all_relevant_at_k,prohibited_at_k,prohibited_count,useful_before_harmful,returned_count,returned_chars,returned_words,latency_ms,retrieved_ids,relevant_ids,prohibited_ids
hindsight,raw,Q001,exact,1.0,1.0,0.2,0.3333333333333333,1.0,0.0,0,,5,412,64,42.16091602575034,"['M026', 'M030', 'M001', 'M043', 'M011']",['M001'],[]
hindsight,raw,Q002,exact,1.0,1.0,0.2,0.5,1.0,0.0,0,,5,491,76,29.48054193984717,"['M023', 'M002', 'M024', 'M004', 'M037']",['M002'],[]
hindsight,raw,Q003,exact,0.0,0.0,0.0,0.0,0.0,0.4,2,0.0,5,400,58,29.988209018483758,"['M014', 'M038', 'M035', 'M036', 'M044']",['M005'],"['M035', 'M036']"
hindsight,raw,Q004,semantic,1.0,1.0,0.2,0.3333333333333333,1.0,0.0,0,,5,639,95,31.21270891278982,"['M045', 'M025', 'M006', 'M026', 'M028']",['M006'],[]
hindsight,raw,Q005,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0,,5,398,61,46.635375008918345,"['M035', 'M033', 'M044', 'M034', 'M045']",['M007'],[]
hindsight,raw,Q006,semantic,1.0,1.0,0.2,0.25,1.0,0.0,0,,5,473,72,27.405333938077092,"['M029', 'M036', 'M047', 'M008', 'M025']",['M008'],[]
hindsight,raw,Q007,temporal_current,1.0,1.0,0.2,0.5,1.0,0.2,1,1.0,5,336,51,29.14362493902445,"['M048', 'M012', 'M011', 'M021', 'M017']",['M012'],['M011']
hindsight,raw,Q008,temporal_current,1.0,1.0,0.2,0.5,1.0,0.2,1,1.0,5,390,57,29.205749975517392,"['M040', 'M014', 'M013', 'M031', 'M045']",['M014'],['M013']
hindsight,raw,Q009,temporal_current,1.0,1.0,0.2,1.0,1.0,0.2,1,1.0,5,401,57,32.16987499035895,"['M016', 'M022', 'M039', 'M015', 'M014']",['M016'],['M015']
hindsight,raw,Q010,temporal_asof,0.0,0.0,0.0,0.0,0.0,0.2,1,0.0,5,386,54,56.10087490640581,"['M014', 'M019', 'M033', 'M034', 'M004']",['M013'],['M014']
hindsight,raw,Q011,temporal_asof,1.0,1.0,0.2,0.3333333333333333,1.0,0.2,1,1.0,5,359,52,44.50087493751198,"['M016', 'M009', 'M011', 'M012', 'M033']",['M011'],['M012']
hindsight,raw,Q012,multihop,1.0,1.0,0.6,0.5,1.0,0.0,0,,5,419,61,36.59637505188584,"['M049', 'M017', 'M018', 'M045', 'M019']","['M017', 'M018', 'M019']",[]
hindsight,raw,Q013,multihop,1.0,1.0,0.6,1.0,1.0,0.0,0,,5,324,45,33.887833007611334,"['M022', 'M020', 'M021', 'M039', 'M030']","['M020', 'M021', 'M022']",[]
hindsight,raw,Q014,procedure,1.0,1.0,0.2,1.0,1.0,0.2,1,1.0,5,512,77,32.59320801589638,"['M023', 'M024', 'M019', 'M002', 'M004']",['M023'],['M024']
hindsight,raw,Q015,procedure,1.0,1.0,0.2,1.0,1.0,0.2,1,1.0,5,583,85,29.921083012595773,"['M025', 'M026', 'M028', 'M029', 'M006']",['M025'],['M026']
hindsight,raw,Q016,procedure,1.0,1.0,0.2,0.5,1.0,0.2,1,1.0,5,571,81,31.953709083609283,"['M044', 'M027', 'M028', 'M046', 'M043']",['M027'],['M028']
hindsight,raw,Q017,procedure,1.0,1.0,0.2,1.0,1.0,0.2,1,1.0,5,377,59,29.45479191839695,"['M044', 'M036', 'M045', 'M005', 'M035']",['M044'],['M045']
hindsight,raw,Q018,procedure,1.0,1.0,0.2,1.0,1.0,0.2,1,1.0,5,398,61,32.270958996377885,"['M046', 'M047', 'M033', 'M034', 'M010']",['M046'],['M047']
hindsight,raw,Q019,scope,1.0,1.0,0.2,1.0,1.0,0.2,1,1.0,5,305,45,27.917500003241003,"['M029', 'M030', 'M033', 'M031', 'M014']",['M029'],['M030']
hindsight,raw,Q020,scope,1.0,1.0,0.2,1.0,1.0,0.2,1,1.0,5,291,43,31.050499994307756,"['M032', 'M031', 'M030', 'M034', 'M014']",['M032'],['M031']
hindsight,raw,Q021,scope,1.0,1.0,0.2,1.0,1.0,0.2,1,1.0,5,366,52,26.06404200196266,"['M033', 'M034', 'M044', 'M029', 'M043']",['M033'],['M034']
hindsight,raw,Q022,temporal_current,1.0,1.0,0.2,0.25,1.0,0.0,0,1.0,5,361,49,41.499874903820455,"['M038', 'M013', 'M035', 'M042', 'M043']",['M042'],['M041']
hindsight,raw,Q023,conflict,0.0,0.0,0.0,0.0,0.0,0.0,0,,5,448,64,42.03537502326071,"['M044', 'M014', 'M034', 'M035', 'M042']",['M043'],[]
hindsight,raw,Q024,protocol,1.0,0.5,0.2,0.3333333333333333,0.0,0.2,1,1.0,5,520,78,28.771916986443102,"['M027', 'M028', 'M010', 'M037', 'M024']","['M009', 'M010']","['M037', 'M038']"
hindsight,raw,Q025,negative,0.0,1.0,0.0,0.0,0.0,0.0,0,,5,420,61,27.40245801396668,"['M045', 'M014', 'M004', 'M013', 'M035']",[],[]
hindsight,raw,Q026,negative,0.0,1.0,0.0,0.0,0.0,0.0,0,,5,372,51,39.391374913975596,"['M021', 'M036', 'M006', 'M033', 'M020']",[],[]
