provider,mode,category,hit_at_k,recall_at_k,precision_at_k,reciprocal_rank,all_relevant_at_k,prohibited_at_k,prohibited_count,useful_before_harmful,returned_chars,returned_words,latency_ms
agentmemory_core_lsa,raw,conflict,1.0,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,,330.0,46.0,0.11216000000000292
agentmemory_core_lsa,raw,exact,1.0,1.0,0.20000000000000004,1.0,1.0,0.13333333333333333,0.6666666666666666,1.0,418.0,62.333333333333336,0.6147200000000055
agentmemory_core_lsa,raw,multihop,1.0,1.0,0.6,1.0,1.0,0.0,0.0,,429.5,60.5,0.20984099999999728
agentmemory_core_lsa,raw,negative,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,455.0,66.0,0.11846400000000301
agentmemory_core_lsa,raw,procedure,1.0,1.0,0.2,0.9,1.0,0.16,0.8,1.0,538.4,80.0,0.1478309999999965
agentmemory_core_lsa,raw,protocol,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,530.0,77.0,0.11256999999999096
agentmemory_core_lsa,raw,scope,1.0,1.0,0.20000000000000004,1.0,1.0,0.20000000000000004,1.0,1.0,324.0,48.0,0.19270733333333112
agentmemory_core_lsa,raw,semantic,1.0,1.0,0.20000000000000004,1.0,1.0,0.0,0.0,,568.3333333333334,89.33333333333333,0.267012333333336
agentmemory_core_lsa,raw,temporal_asof,0.5,0.5,0.1,0.5,0.5,0.1,0.5,1.0,443.5,66.5,0.1809275000000028
agentmemory_core_lsa,raw,temporal_current,1.0,1.0,0.2,0.75,1.0,0.2,1.0,0.75,356.25,50.0,0.19205975000000208
agentmemory_remember_lsa,raw,conflict,1.0,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,,330.0,46.0,0.10977600000001075
agentmemory_remember_lsa,raw,exact,1.0,1.0,0.20000000000000004,1.0,1.0,0.13333333333333333,0.6666666666666666,1.0,418.0,62.333333333333336,0.5538716666666611
agentmemory_remember_lsa,raw,multihop,1.0,1.0,0.6,1.0,1.0,0.0,0.0,,429.5,60.5,0.19960599999999573
agentmemory_remember_lsa,raw,negative,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,455.0,66.0,0.11101750000000266
agentmemory_remember_lsa,raw,procedure,1.0,1.0,0.2,0.9,1.0,0.16,0.8,1.0,538.4,80.0,0.14625639999999862
agentmemory_remember_lsa,raw,protocol,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,530.0,77.0,0.12602999999998588
